case_id,route,failure_mode,outcome,total_cost_cents,attempts,sellable,repeat_repair,scrapped_cost_cents
SIM-000496,pilot,housing,sellable,1635,1,True,False,0
SIM-000497,standard,power,sellable,2624,1,True,False,0
SIM-000498,pilot,display,sellable,2039,1,True,False,0
SIM-000499,standard,power,sellable,2610,1,True,False,0
SIM-000500,standard,display,sellable,2119,1,True,False,0
SIM-000501,standard,power,sellable,2289,1,True,False,0
SIM-000502,standard,power,sellable,2397,1,True,False,0
SIM-000503,standard,display,sellable,2505,1,True,False,0
SIM-000504,standard,display,sellable,2352,1,True,False,0
SIM-000505,pilot,power,sellable,3937,2,True,True,0
SIM-000506,pilot,display,sellable,1275,1,True,False,0
SIM-000507,standard,display,sellable,2360,1,True,False,0
SIM-000508,pilot,display,sellable,3978,2,True,True,0
SIM-000509,pilot,housing,scrapped,1663,1,False,False,1663
SIM-000510,pilot,housing,sellable,2324,1,True,False,0
SIM-000511,standard,housing,sellable,2694,1,True,False,0
SIM-000512,standard,display,sellable,4989,2,True,True,0
SIM-000513,pilot,housing,sellable,3438,2,True,True,0
SIM-000514,standard,display,sellable,2135,1,True,False,0
SIM-000515,standard,display,sellable,5067,2,True,True,0
SIM-000516,pilot,display,sellable,2964,2,True,True,0
SIM-000517,pilot,display,sellable,1814,1,True,False,0
SIM-000518,pilot,power,sellable,2210,1,True,False,0
SIM-000519,standard,housing,sellable,5136,2,True,True,0
SIM-000520,standard,display,sellable,2845,1,True,False,0
SIM-000521,standard,power,sellable,2695,1,True,False,0
SIM-000522,standard,power,sellable,2291,1,True,False,0
SIM-000523,pilot,power,sellable,2148,1,True,False,0
SIM-000524,standard,housing,sellable,2850,1,True,False,0
SIM-000525,standard,display,sellable,2511,1,True,False,0
SIM-000526,pilot,display,sellable,1496,1,True,False,0
SIM-000527,standard,display,sellable,2150,1,True,False,0
SIM-000528,standard,display,sellable,2102,1,True,False,0
SIM-000529,standard,power,sellable,4896,2,True,True,0
SIM-000530,pilot,housing,sellable,3976,2,True,True,0
SIM-000531,standard,display,sellable,2285,1,True,False,0
SIM-000532,standard,display,sellable,2776,1,True,False,0
SIM-000533,pilot,housing,sellable,1628,1,True,False,0
SIM-000534,standard,display,sellable,2906,1,True,False,0
SIM-000535,pilot,power,scrapped,4222,2,False,True,4222
SIM-000536,pilot,display,scrapped,1669,1,False,False,1669
SIM-000537,standard,power,sellable,2376,1,True,False,0
SIM-000538,standard,housing,scrapped,4560,2,False,True,4560
SIM-000539,standard,power,sellable,2020,1,True,False,0
SIM-000540,standard,display,sellable,2708,1,True,False,0
SIM-000541,pilot,display,sellable,2298,1,True,False,0
SIM-000542,standard,display,sellable,2241,1,True,False,0
SIM-000543,pilot,power,sellable,2244,1,True,False,0
SIM-000544,pilot,housing,scrapped,1957,1,False,False,1957
SIM-000545,pilot,power,sellable,1936,1,True,False,0
SIM-000546,pilot,display,sellable,4031,2,True,True,0
SIM-000547,pilot,display,sellable,2152,1,True,False,0
SIM-000548,pilot,power,sellable,4350,2,True,True,0
SIM-000549,pilot,display,sellable,1382,1,True,False,0
SIM-000550,standard,display,sellable,5045,2,True,True,0
SIM-000551,standard,display,sellable,2195,1,True,False,0
SIM-000552,pilot,housing,scrapped,1616,1,False,False,1616
SIM-000553,standard,display,sellable,2531,1,True,False,0
SIM-000554,pilot,display,sellable,1705,1,True,False,0
SIM-000555,standard,housing,sellable,2619,1,True,False,0
SIM-000556,pilot,power,sellable,1656,1,True,False,0
SIM-000557,pilot,housing,scrapped,4233,2,False,True,4233
SIM-000558,standard,power,sellable,2025,1,True,False,0
SIM-000559,pilot,power,sellable,1609,1,True,False,0
SIM-000560,standard,housing,sellable,2677,1,True,False,0
SIM-000561,pilot,power,scrapped,1764,1,False,False,1764
SIM-000562,pilot,power,sellable,3515,2,True,True,0
SIM-000563,pilot,display,sellable,1614,1,True,False,0
SIM-000564,standard,display,sellable,2526,1,True,False,0
SIM-000565,pilot,housing,sellable,1906,1,True,False,0
SIM-000566,pilot,display,sellable,4422,2,True,True,0
SIM-000567,pilot,display,sellable,2395,1,True,False,0
SIM-000568,pilot,display,sellable,2041,1,True,False,0
SIM-000569,pilot,housing,scrapped,2185,1,False,False,2185
SIM-000570,pilot,housing,sellable,1465,1,True,False,0
SIM-000571,pilot,housing,sellable,1604,1,True,False,0
SIM-000572,standard,display,sellable,5355,2,True,True,0
SIM-000573,pilot,housing,sellable,1456,1,True,False,0
SIM-000574,standard,housing,sellable,2822,1,True,False,0
SIM-000575,pilot,power,sellable,2090,1,True,False,0
SIM-000576,pilot,power,sellable,1292,1,True,False,0
SIM-000577,standard,housing,sellable,2746,1,True,False,0
SIM-000578,pilot,power,sellable,2213,1,True,False,0
SIM-000579,pilot,power,sellable,2132,1,True,False,0
SIM-000580,pilot,housing,sellable,2356,1,True,False,0
SIM-000581,pilot,housing,sellable,1719,1,True,False,0
SIM-000582,standard,housing,sellable,2533,1,True,False,0
SIM-000583,standard,housing,sellable,2382,1,True,False,0
SIM-000584,pilot,power,sellable,1880,1,True,False,0
SIM-000585,pilot,power,sellable,4008,2,True,True,0
SIM-000586,pilot,display,sellable,3722,2,True,True,0
SIM-000587,standard,housing,sellable,4195,2,True,True,0
SIM-000588,standard,power,sellable,2251,1,True,False,0
SIM-000589,pilot,power,sellable,1804,1,True,False,0
SIM-000590,pilot,display,sellable,3184,2,True,True,0
SIM-000591,standard,housing,sellable,2621,1,True,False,0
SIM-000592,pilot,display,sellable,1668,1,True,False,0
SIM-000593,pilot,power,sellable,1977,1,True,False,0
SIM-000594,pilot,power,sellable,1857,1,True,False,0
SIM-000595,standard,power,sellable,2072,1,True,False,0
SIM-000596,standard,display,sellable,2552,1,True,False,0
SIM-000597,pilot,display,sellable,1626,1,True,False,0
SIM-000598,standard,display,sellable,2173,1,True,False,0
SIM-000599,pilot,housing,scrapped,1506,1,False,False,1506
SIM-000600,pilot,power,sellable,1444,1,True,False,0
SIM-000601,pilot,display,sellable,1482,1,True,False,0
SIM-000602,pilot,housing,sellable,1716,1,True,False,0
SIM-000603,pilot,display,sellable,2172,1,True,False,0
SIM-000604,standard,housing,sellable,4941,2,True,True,0
SIM-000605,standard,power,sellable,2781,1,True,False,0
SIM-000606,standard,power,sellable,1914,1,True,False,0
SIM-000607,pilot,display,sellable,1679,1,True,False,0
SIM-000608,standard,power,sellable,2297,1,True,False,0
SIM-000609,pilot,power,sellable,1930,1,True,False,0
SIM-000610,standard,housing,sellable,2259,1,True,False,0
SIM-000611,standard,power,sellable,2737,1,True,False,0
SIM-000612,pilot,power,sellable,3838,2,True,True,0
SIM-000613,pilot,display,sellable,4039,2,True,True,0
SIM-000614,standard,display,sellable,4740,2,True,True,0
SIM-000615,standard,power,sellable,2323,1,True,False,0
SIM-000616,pilot,power,sellable,1905,1,True,False,0
SIM-000617,standard,power,sellable,1825,1,True,False,0
SIM-000618,standard,power,sellable,3157,1,True,False,0
SIM-000619,standard,display,sellable,2881,1,True,False,0
SIM-000620,pilot,display,sellable,2223,1,True,False,0
SIM-000621,pilot,display,sellable,1995,1,True,False,0
SIM-000622,standard,display,sellable,3008,1,True,False,0
SIM-000623,standard,housing,sellable,2716,1,True,False,0
SIM-000624,pilot,power,sellable,2235,1,True,False,0
SIM-000625,standard,housing,sellable,2693,1,True,False,0
SIM-000626,pilot,housing,scrapped,1518,1,False,False,1518
SIM-000627,standard,display,sellable,2916,1,True,False,0
SIM-000628,pilot,housing,scrapped,2092,1,False,False,2092
SIM-000629,standard,housing,sellable,2162,1,True,False,0
SIM-000630,pilot,housing,scrapped,4172,2,False,True,4172
SIM-000631,standard,power,sellable,5512,2,True,True,0
SIM-000632,pilot,display,sellable,1851,1,True,False,0
SIM-000633,pilot,power,sellable,2249,1,True,False,0
SIM-000634,pilot,power,sellable,1657,1,True,False,0
SIM-000635,standard,housing,sellable,2698,1,True,False,0
SIM-000636,pilot,power,sellable,2211,1,True,False,0
SIM-000637,standard,display,sellable,2061,1,True,False,0
SIM-000638,standard,housing,sellable,3055,1,True,False,0
SIM-000639,pilot,display,sellable,3967,2,True,True,0
SIM-000640,standard,housing,sellable,2412,1,True,False,0
SIM-000641,standard,display,sellable,2786,1,True,False,0
SIM-000642,pilot,housing,sellable,2007,1,True,False,0
SIM-000643,pilot,power,sellable,2259,1,True,False,0
SIM-000644,standard,display,sellable,1821,1,True,False,0
SIM-000645,pilot,housing,scrapped,1861,1,False,False,1861
SIM-000646,standard,housing,sellable,2868,1,True,False,0
SIM-000647,standard,display,sellable,4382,2,True,True,0
SIM-000648,pilot,power,sellable,2390,1,True,False,0
SIM-000649,pilot,display,sellable,1494,1,True,False,0
SIM-000650,pilot,housing,sellable,2207,1,True,False,0
SIM-000651,standard,power,sellable,1944,1,True,False,0
SIM-000652,standard,power,sellable,2236,1,True,False,0
SIM-000653,pilot,power,sellable,1931,1,True,False,0
SIM-000654,pilot,power,sellable,2371,1,True,False,0
SIM-000655,pilot,housing,sellable,2377,1,True,False,0
SIM-000656,standard,housing,sellable,2921,1,True,False,0
SIM-000657,standard,power,sellable,2708,1,True,False,0
SIM-000658,pilot,display,sellable,3206,2,True,True,0
SIM-000659,standard,housing,sellable,2821,1,True,False,0
SIM-000660,standard,display,sellable,2270,1,True,False,0
SIM-000661,standard,housing,sellable,2595,1,True,False,0
SIM-000662,standard,display,sellable,2855,1,True,False,0
SIM-000663,standard,display,sellable,2439,1,True,False,0
SIM-000664,pilot,power,sellable,2249,1,True,False,0
SIM-000665,pilot,power,sellable,1793,1,True,False,0
SIM-000666,standard,display,sellable,2474,1,True,False,0
SIM-000667,standard,power,sellable,2192,1,True,False,0
SIM-000668,standard,display,scrapped,2311,1,False,False,2311
SIM-000669,standard,housing,sellable,2845,1,True,False,0
SIM-000670,pilot,housing,sellable,2224,1,True,False,0
SIM-000671,standard,power,sellable,2269,1,True,False,0
SIM-000672,pilot,housing,scrapped,3139,2,False,True,3139
SIM-000673,pilot,display,sellable,2173,1,True,False,0
SIM-000674,standard,display,sellable,2417,1,True,False,0
SIM-000675,standard,power,sellable,2058,1,True,False,0
SIM-000676,standard,display,sellable,2468,1,True,False,0
SIM-000677,standard,display,sellable,2864,1,True,False,0
SIM-000678,pilot,housing,scrapped,3049,2,False,True,3049
SIM-000679,standard,housing,sellable,4444,2,True,True,0
SIM-000680,standard,power,sellable,5255,2,True,True,0
SIM-000681,pilot,power,sellable,2217,1,True,False,0
SIM-000682,pilot,housing,sellable,1979,1,True,False,0
SIM-000683,standard,housing,sellable,2817,1,True,False,0
SIM-000684,pilot,housing,sellable,2238,1,True,False,0
SIM-000685,standard,housing,sellable,2537,1,True,False,0
SIM-000686,pilot,power,sellable,4218,2,True,True,0
SIM-000687,pilot,housing,scrapped,2408,1,False,False,2408
SIM-000688,standard,display,sellable,2312,1,True,False,0
SIM-000689,pilot,display,sellable,2232,1,True,False,0
SIM-000690,pilot,power,sellable,1671,1,True,False,0
SIM-000691,standard,display,sellable,2369,1,True,False,0
SIM-000692,standard,power,sellable,2503,1,True,False,0
SIM-000693,standard,display,sellable,2221,1,True,False,0
SIM-000694,standard,power,sellable,4198,2,True,True,0
SIM-000695,standard,housing,sellable,2879,1,True,False,0
SIM-000696,pilot,power,sellable,3687,2,True,True,0
SIM-000697,standard,power,sellable,2614,1,True,False,0
SIM-000698,pilot,housing,sellable,2120,1,True,False,0
SIM-000699,standard,power,sellable,2912,1,True,False,0
SIM-000700,standard,power,sellable,2043,1,True,False,0
SIM-000701,standard,power,sellable,5095,2,True,True,0
SIM-000702,standard,power,sellable,3132,1,True,False,0
SIM-000703,standard,housing,sellable,2541,1,True,False,0
SIM-000704,standard,display,sellable,5006,2,True,True,0
SIM-000705,pilot,power,sellable,1559,1,True,False,0
SIM-000706,standard,power,scrapped,2225,1,False,False,2225
SIM-000707,pilot,display,sellable,2436,1,True,False,0
SIM-000708,standard,housing,sellable,2365,1,True,False,0
SIM-000709,pilot,housing,scrapped,3753,2,False,True,3753
SIM-000710,pilot,display,sellable,1530,1,True,False,0
SIM-000711,pilot,power,sellable,1882,1,True,False,0
SIM-000712,standard,display,sellable,2486,1,True,False,0
SIM-000713,pilot,housing,sellable,4072,2,True,True,0
SIM-000714,standard,display,sellable,2338,1,True,False,0
SIM-000715,pilot,housing,scrapped,3664,2,False,True,3664
SIM-000716,standard,display,sellable,2581,1,True,False,0
SIM-000717,standard,housing,scrapped,2819,1,False,False,2819
SIM-000718,standard,housing,sellable,2291,1,True,False,0
SIM-000719,standard,display,scrapped,2439,1,False,False,2439
SIM-000720,standard,display,sellable,2095,1,True,False,0
SIM-000721,standard,display,scrapped,1905,1,False,False,1905
SIM-000722,pilot,power,sellable,1739,1,True,False,0
SIM-000723,pilot,housing,sellable,1473,1,True,False,0
SIM-000724,standard,power,sellable,2660,1,True,False,0
SIM-000725,standard,power,sellable,2879,1,True,False,0
SIM-000726,standard,display,sellable,2695,1,True,False,0
SIM-000727,pilot,housing,sellable,2091,1,True,False,0
SIM-000728,pilot,display,sellable,1784,1,True,False,0
SIM-000729,standard,power,sellable,2528,1,True,False,0
SIM-000730,standard,housing,sellable,2321,1,True,False,0
SIM-000731,standard,display,sellable,2640,1,True,False,0
SIM-000732,standard,power,sellable,2284,1,True,False,0
SIM-000733,pilot,power,sellable,3976,2,True,True,0
SIM-000734,pilot,housing,sellable,2386,1,True,False,0
SIM-000735,standard,display,sellable,2588,1,True,False,0
SIM-000736,pilot,power,sellable,2189,1,True,False,0
SIM-000737,standard,housing,sellable,2331,1,True,False,0
SIM-000738,pilot,housing,scrapped,1729,1,False,False,1729
SIM-000739,pilot,display,sellable,2279,1,True,False,0
SIM-000740,standard,power,scrapped,2777,1,False,False,2777
SIM-000741,pilot,display,sellable,1517,1,True,False,0
SIM-000742,pilot,display,sellable,1215,1,True,False,0
SIM-000743,standard,power,scrapped,2574,1,False,False,2574
SIM-000744,standard,display,sellable,3131,1,True,False,0
SIM-000745,pilot,display,sellable,1566,1,True,False,0
SIM-000746,standard,housing,scrapped,4882,2,False,True,4882
SIM-000747,pilot,display,sellable,4110,2,True,True,0
SIM-000748,standard,display,sellable,2566,1,True,False,0
SIM-000749,pilot,housing,sellable,1844,1,True,False,0
SIM-000750,standard,housing,sellable,1962,1,True,False,0
SIM-000751,pilot,housing,scrapped,1691,1,False,False,1691
SIM-000752,pilot,housing,sellable,3444,2,True,True,0
SIM-000753,pilot,display,sellable,1763,1,True,False,0
SIM-000754,pilot,power,sellable,1917,1,True,False,0
SIM-000755,standard,display,sellable,2916,1,True,False,0
SIM-000756,standard,power,sellable,2316,1,True,False,0
SIM-000757,pilot,display,sellable,1741,1,True,False,0
SIM-000758,pilot,housing,sellable,4456,2,True,True,0
SIM-000759,pilot,display,sellable,1346,1,True,False,0
SIM-000760,pilot,power,sellable,3984,2,True,True,0
SIM-000761,pilot,housing,scrapped,1969,1,False,False,1969
SIM-000762,pilot,display,scrapped,4355,2,False,True,4355
SIM-000763,standard,display,sellable,5123,2,True,True,0
SIM-000764,standard,housing,sellable,2073,1,True,False,0
SIM-000765,pilot,display,sellable,2223,1,True,False,0
SIM-000766,standard,display,sellable,2147,1,True,False,0
SIM-000767,standard,display,sellable,2784,1,True,False,0
SIM-000768,pilot,display,sellable,2249,1,True,False,0
SIM-000769,pilot,housing,scrapped,4078,2,False,True,4078
SIM-000770,standard,power,sellable,2715,1,True,False,0
SIM-000771,standard,housing,sellable,1973,1,True,False,0
SIM-000772,standard,power,sellable,3049,1,True,False,0
SIM-000773,standard,housing,sellable,2656,1,True,False,0
SIM-000774,standard,power,sellable,2220,1,True,False,0
SIM-000775,standard,display,sellable,2195,1,True,False,0
SIM-000776,pilot,housing,sellable,1994,1,True,False,0
SIM-000777,pilot,power,sellable,2279,1,True,False,0
SIM-000778,standard,housing,sellable,2983,1,True,False,0
SIM-000779,pilot,display,sellable,1789,1,True,False,0
SIM-000780,pilot,display,sellable,4177,2,True,True,0
SIM-000781,standard,housing,sellable,2061,1,True,False,0
SIM-000782,standard,housing,scrapped,2629,1,False,False,2629
SIM-000783,standard,power,sellable,2226,1,True,False,0
SIM-000784,standard,housing,sellable,2253,1,True,False,0
SIM-000785,pilot,display,scrapped,1740,1,False,False,1740
SIM-000786,pilot,power,sellable,3340,2,True,True,0
SIM-000787,standard,power,sellable,2076,1,True,False,0
SIM-000788,pilot,power,sellable,2044,1,True,False,0
SIM-000789,standard,display,sellable,1899,1,True,False,0
SIM-000790,standard,display,sellable,2701,1,True,False,0
SIM-000791,pilot,power,sellable,1628,1,True,False,0
SIM-000792,pilot,housing,sellable,1458,1,True,False,0
SIM-000793,pilot,display,sellable,2206,1,True,False,0
SIM-000794,pilot,display,sellable,2087,1,True,False,0
SIM-000795,standard,power,sellable,2787,1,True,False,0
SIM-000796,pilot,display,sellable,3843,2,True,True,0
SIM-000797,pilot,power,sellable,1345,1,True,False,0
SIM-000798,standard,housing,sellable,1899,1,True,False,0
SIM-000799,pilot,display,sellable,2490,1,True,False,0
SIM-000800,standard,display,sellable,2633,1,True,False,0
SIM-000801,pilot,housing,scrapped,1928,1,False,False,1928
SIM-000802,pilot,housing,sellable,3828,2,True,True,0
SIM-000803,pilot,housing,sellable,1334,1,True,False,0
SIM-000804,pilot,display,sellable,1906,1,True,False,0
SIM-000805,standard,display,sellable,1791,1,True,False,0
SIM-000806,standard,power,sellable,2891,1,True,False,0
SIM-000807,pilot,housing,sellable,3678,2,True,True,0
SIM-000808,standard,display,sellable,2292,1,True,False,0
SIM-000809,pilot,housing,sellable,1779,1,True,False,0
SIM-000810,pilot,display,sellable,3521,2,True,True,0
SIM-000811,standard,housing,sellable,2371,1,True,False,0
SIM-000812,standard,housing,sellable,2890,1,True,False,0
SIM-000813,standard,housing,sellable,2261,1,True,False,0
SIM-000814,pilot,display,sellable,1631,1,True,False,0
SIM-000815,standard,display,sellable,1880,1,True,False,0
SIM-000816,pilot,housing,scrapped,1572,1,False,False,1572
SIM-000817,standard,housing,sellable,2942,1,True,False,0
SIM-000818,pilot,housing,sellable,2542,1,True,False,0
SIM-000819,pilot,display,scrapped,4045,2,False,True,4045
SIM-000820,standard,housing,sellable,2612,1,True,False,0
SIM-000821,pilot,display,sellable,1708,1,True,False,0
SIM-000822,standard,housing,sellable,2101,1,True,False,0
SIM-000823,pilot,display,sellable,2063,1,True,False,0
SIM-000824,standard,housing,sellable,2281,1,True,False,0
SIM-000825,pilot,display,sellable,2125,1,True,False,0
SIM-000826,standard,power,sellable,2380,1,True,False,0
SIM-000827,standard,housing,sellable,3014,1,True,False,0
SIM-000828,standard,display,sellable,2334,1,True,False,0
SIM-000829,standard,housing,sellable,2030,1,True,False,0
SIM-000830,pilot,display,sellable,2066,1,True,False,0
SIM-000831,pilot,housing,scrapped,1854,1,False,False,1854
SIM-000832,standard,display,sellable,2386,1,True,False,0
SIM-000833,pilot,housing,sellable,3235,2,True,True,0
SIM-000834,pilot,display,sellable,1216,1,True,False,0
SIM-000835,standard,housing,sellable,1755,1,True,False,0
SIM-000836,standard,power,sellable,2571,1,True,False,0
SIM-000837,pilot,power,sellable,2354,1,True,False,0
SIM-000838,pilot,display,sellable,1922,1,True,False,0
SIM-000839,standard,housing,sellable,2549,1,True,False,0
SIM-000840,pilot,housing,scrapped,4430,2,False,True,4430
SIM-000841,standard,display,sellable,1802,1,True,False,0
SIM-000842,standard,housing,scrapped,2620,1,False,False,2620
SIM-000843,standard,display,sellable,2673,1,True,False,0
SIM-000844,pilot,display,sellable,3941,2,True,True,0
SIM-000845,standard,housing,sellable,1902,1,True,False,0
SIM-000846,standard,display,sellable,2451,1,True,False,0
SIM-000847,pilot,power,sellable,3919,2,True,True,0
SIM-000848,pilot,display,sellable,1657,1,True,False,0
SIM-000849,pilot,display,sellable,1778,1,True,False,0
SIM-000850,pilot,housing,sellable,3428,2,True,True,0
SIM-000851,pilot,housing,sellable,1596,1,True,False,0
SIM-000852,pilot,housing,sellable,2057,1,True,False,0
SIM-000853,pilot,power,sellable,1582,1,True,False,0
SIM-000854,standard,display,sellable,2797,1,True,False,0
SIM-000855,pilot,display,sellable,1554,1,True,False,0
SIM-000856,pilot,housing,scrapped,1590,1,False,False,1590
SIM-000857,standard,display,sellable,2006,1,True,False,0
SIM-000858,standard,housing,sellable,2244,1,True,False,0
SIM-000859,pilot,power,sellable,1386,1,True,False,0
SIM-000860,standard,housing,sellable,2241,1,True,False,0
SIM-000861,standard,display,sellable,2217,1,True,False,0
SIM-000862,standard,display,sellable,5897,2,True,True,0
SIM-000863,pilot,power,sellable,2248,1,True,False,0
SIM-000864,pilot,power,sellable,2133,1,True,False,0
SIM-000865,standard,display,sellable,2369,1,True,False,0
SIM-000866,pilot,display,sellable,3403,2,True,True,0
SIM-000867,pilot,display,sellable,1607,1,True,False,0
SIM-000868,standard,display,sellable,2622,1,True,False,0
SIM-000869,standard,display,sellable,2782,1,True,False,0
SIM-000870,standard,housing,sellable,2700,1,True,False,0
SIM-000871,pilot,housing,sellable,3653,2,True,True,0
SIM-000872,standard,display,sellable,5651,2,True,True,0
SIM-000873,standard,housing,sellable,2471,1,True,False,0
SIM-000874,standard,housing,sellable,2015,1,True,False,0
SIM-000875,standard,display,sellable,2475,1,True,False,0
SIM-000876,standard,display,sellable,2123,1,True,False,0
SIM-000877,pilot,housing,sellable,1726,1,True,False,0
SIM-000878,standard,housing,sellable,2578,1,True,False,0
SIM-000879,standard,power,sellable,4717,2,True,True,0
SIM-000880,pilot,power,sellable,1378,1,True,False,0
SIM-000881,pilot,display,sellable,2396,1,True,False,0
SIM-000882,pilot,display,sellable,1792,1,True,False,0
SIM-000883,pilot,display,sellable,3402,2,True,True,0
SIM-000884,standard,power,sellable,2551,1,True,False,0
SIM-000885,pilot,power,scrapped,1834,1,False,False,1834
SIM-000886,pilot,housing,sellable,1579,1,True,False,0
SIM-000887,standard,power,sellable,2250,1,True,False,0
SIM-000888,standard,display,sellable,3116,1,True,False,0
SIM-000889,standard,power,sellable,2459,1,True,False,0
SIM-000890,pilot,display,sellable,4270,2,True,True,0
SIM-000891,pilot,power,sellable,1610,1,True,False,0
SIM-000892,pilot,power,sellable,1972,1,True,False,0
SIM-000893,standard,power,scrapped,2329,1,False,False,2329
SIM-000894,pilot,power,sellable,1870,1,True,False,0
SIM-000895,pilot,power,sellable,1419,1,True,False,0
SIM-000896,standard,display,sellable,2290,1,True,False,0
SIM-000897,standard,housing,sellable,2069,1,True,False,0
SIM-000898,pilot,display,sellable,1871,1,True,False,0
SIM-000899,pilot,housing,sellable,1665,1,True,False,0
SIM-000900,standard,housing,sellable,2772,1,True,False,0
SIM-000901,pilot,housing,scrapped,1990,1,False,False,1990
SIM-000902,pilot,power,sellable,4093,2,True,True,0
SIM-000903,pilot,display,sellable,1472,1,True,False,0
SIM-000904,standard,power,sellable,2422,1,True,False,0
SIM-000905,standard,power,sellable,2322,1,True,False,0
SIM-000906,pilot,housing,sellable,1291,1,True,False,0
SIM-000907,pilot,housing,sellable,1970,1,True,False,0
SIM-000908,pilot,housing,sellable,1343,1,True,False,0
SIM-000909,pilot,display,sellable,1701,1,True,False,0
SIM-000910,pilot,power,sellable,2742,2,True,True,0
SIM-000911,pilot,display,sellable,3703,2,True,True,0
SIM-000912,pilot,power,sellable,1418,1,True,False,0
SIM-000913,standard,display,sellable,2763,1,True,False,0
SIM-000914,standard,power,sellable,2512,1,True,False,0
SIM-000915,pilot,display,sellable,3907,2,True,True,0
SIM-000916,standard,display,sellable,5484,2,True,True,0
SIM-000917,pilot,display,sellable,1815,1,True,False,0
SIM-000918,pilot,display,sellable,1461,1,True,False,0
SIM-000919,pilot,power,sellable,2181,1,True,False,0
SIM-000920,pilot,display,sellable,1909,1,True,False,0
SIM-000921,standard,housing,sellable,2203,1,True,False,0
SIM-000922,standard,power,scrapped,2567,1,False,False,2567
SIM-000923,pilot,power,sellable,1333,1,True,False,0
SIM-000924,standard,power,sellable,2263,1,True,False,0
SIM-000925,pilot,power,sellable,1714,1,True,False,0
SIM-000926,standard,housing,sellable,2374,1,True,False,0
SIM-000927,standard,housing,sellable,2674,1,True,False,0
SIM-000928,pilot,power,sellable,1632,1,True,False,0
SIM-000929,standard,housing,sellable,2260,1,True,False,0
SIM-000930,pilot,housing,sellable,1651,1,True,False,0
SIM-000931,standard,display,sellable,2110,1,True,False,0
SIM-000932,standard,housing,sellable,2325,1,True,False,0
SIM-000933,pilot,display,sellable,1894,1,True,False,0
SIM-000934,pilot,power,sellable,1950,1,True,False,0
SIM-000935,standard,power,sellable,2652,1,True,False,0
SIM-000936,standard,housing,sellable,3116,1,True,False,0
SIM-000937,standard,display,sellable,2791,1,True,False,0
SIM-000938,pilot,housing,scrapped,1524,1,False,False,1524
SIM-000939,standard,display,sellable,2861,1,True,False,0
SIM-000940,pilot,power,sellable,3274,2,True,True,0
SIM-000941,standard,power,sellable,4593,2,True,True,0
SIM-000942,standard,power,sellable,1971,1,True,False,0
SIM-000943,standard,housing,sellable,2696,1,True,False,0
SIM-000944,pilot,housing,sellable,3849,2,True,True,0
SIM-000945,standard,display,sellable,1950,1,True,False,0
SIM-000946,standard,housing,scrapped,2336,1,False,False,2336
SIM-000947,standard,display,sellable,2189,1,True,False,0
SIM-000948,pilot,housing,sellable,1284,1,True,False,0
SIM-000949,standard,housing,sellable,5130,2,True,True,0
SIM-000950,pilot,housing,scrapped,1606,1,False,False,1606
SIM-000951,standard,power,sellable,2496,1,True,False,0
SIM-000952,standard,power,sellable,4667,2,True,True,0
SIM-000953,pilot,power,sellable,1743,1,True,False,0
SIM-000954,pilot,power,sellable,1370,1,True,False,0
SIM-000955,pilot,display,sellable,1930,1,True,False,0
SIM-000956,standard,power,sellable,1927,1,True,False,0
SIM-000957,standard,display,sellable,2762,1,True,False,0
SIM-000958,pilot,housing,sellable,3213,2,True,True,0
SIM-000959,standard,housing,sellable,1761,1,True,False,0
SIM-000960,pilot,power,sellable,2296,1,True,False,0
SIM-000961,standard,power,sellable,2948,1,True,False,0
SIM-000962,pilot,power,sellable,1844,1,True,False,0
SIM-000963,pilot,housing,sellable,3504,2,True,True,0
SIM-000964,standard,power,sellable,1914,1,True,False,0
SIM-000965,standard,display,scrapped,2459,1,False,False,2459
SIM-000966,pilot,display,sellable,2028,1,True,False,0
SIM-000967,pilot,power,sellable,1629,1,True,False,0
SIM-000968,standard,housing,sellable,2494,1,True,False,0
SIM-000969,pilot,display,sellable,4615,2,True,True,0
SIM-000970,standard,power,sellable,2691,1,True,False,0
SIM-000971,standard,housing,sellable,2922,1,True,False,0
SIM-000972,pilot,housing,scrapped,1408,1,False,False,1408
SIM-000973,pilot,display,sellable,3674,2,True,True,0
SIM-000974,pilot,power,sellable,1984,1,True,False,0
SIM-000975,pilot,housing,sellable,3477,2,True,True,0
SIM-000976,standard,display,sellable,2928,1,True,False,0
SIM-000977,pilot,power,sellable,3784,2,True,True,0
SIM-000978,pilot,housing,sellable,3278,2,True,True,0
SIM-000979,standard,power,sellable,2486,1,True,False,0
SIM-000980,standard,housing,sellable,2581,1,True,False,0
SIM-000981,standard,housing,sellable,2789,1,True,False,0
SIM-000982,standard,housing,sellable,2812,1,True,False,0
SIM-000983,standard,power,sellable,2343,1,True,False,0
SIM-000984,standard,power,sellable,2385,1,True,False,0
SIM-000985,pilot,display,sellable,1395,1,True,False,0
SIM-000986,standard,power,sellable,2414,1,True,False,0
SIM-000987,pilot,power,scrapped,1821,1,False,False,1821
SIM-000988,standard,power,sellable,2621,1,True,False,0
SIM-000989,pilot,power,sellable,4056,2,True,True,0
SIM-000990,standard,housing,sellable,2228,1,True,False,0
SIM-000991,pilot,display,sellable,4009,2,True,True,0
SIM-000992,pilot,housing,sellable,2073,1,True,False,0
