event_id,case_id,parts_cents,labor_cents,logistics_cents
SIM-000482-A2,SIM-000482,958,491,150
SIM-000483-A1,SIM-000483,881,842,150
SIM-000484-A1,SIM-000484,688,1061,150
SIM-000485-A1,SIM-000485,1053,1329,150
SIM-000486-A1,SIM-000486,1322,988,150
SIM-000487-A1,SIM-000487,1415,490,150
SIM-000488-A1,SIM-000488,1430,1452,150
SIM-000489-A1,SIM-000489,1292,957,150
SIM-000490-A1,SIM-000490,723,1429,150
SIM-000491-A1,SIM-000491,1100,870,150
SIM-000492-A1,SIM-000492,1341,1264,150
SIM-000493-A1,SIM-000493,1410,485,150
SIM-000493-A2,SIM-000493,965,820,150
SIM-000494-A1,SIM-000494,1349,1425,150
SIM-000495-A1,SIM-000495,1418,863,150
SIM-000496-A1,SIM-000496,1053,432,150
SIM-000497-A1,SIM-000497,1477,997,150
SIM-000498-A1,SIM-000498,1180,709,150
SIM-000499-A1,SIM-000499,1406,1054,150
SIM-000500-A1,SIM-000500,821,1148,150
SIM-000501-A1,SIM-000501,810,1329,150
SIM-000502-A1,SIM-000502,1068,1179,150
SIM-000503-A1,SIM-000503,898,1457,150
SIM-000504-A1,SIM-000504,956,1246,150
SIM-000505-A1,SIM-000505,794,859,150
SIM-000505-A2,SIM-000505,1493,491,150
SIM-000506-A1,SIM-000506,601,524,150
SIM-000507-A1,SIM-000507,1039,1171,150
SIM-000508-A1,SIM-000508,776,525,150
SIM-000508-A2,SIM-000508,1578,799,150
SIM-000509-A1,SIM-000509,841,672,150
SIM-000510-A1,SIM-000510,1308,866,150
SIM-000511-A1,SIM-000511,1464,1080,150
SIM-000512-A1,SIM-000512,868,1429,150
SIM-000512-A2,SIM-000512,1198,1194,150
SIM-000513-A1,SIM-000513,1184,542,150
SIM-000513-A2,SIM-000513,638,774,150
SIM-000514-A1,SIM-000514,743,1242,150
SIM-000515-A1,SIM-000515,869,916,150
SIM-000515-A2,SIM-000515,1494,1488,150
SIM-000516-A1,SIM-000516,912,676,150
SIM-000516-A2,SIM-000516,627,449,150
SIM-000517-A1,SIM-000517,1181,483,150
SIM-000518-A1,SIM-000518,1264,796,150
SIM-000519-A1,SIM-000519,1199,1053,150
SIM-000519-A2,SIM-000519,1195,1389,150
SIM-000520-A1,SIM-000520,1575,1120,150
SIM-000521-A1,SIM-000521,1246,1299,150
SIM-000522-A1,SIM-000522,850,1291,150
SIM-000523-A1,SIM-000523,1482,516,150
SIM-000524-A1,SIM-000524,1441,1259,150
SIM-000525-A1,SIM-000525,1040,1321,150
SIM-000526-A1,SIM-000526,682,664,150
SIM-000527-A1,SIM-000527,633,1367,150
SIM-000528-A1,SIM-000528,651,1301,150
SIM-000529-A1,SIM-000529,1434,966,150
SIM-000529-A2,SIM-000529,1078,1118,150
SIM-000530-A1,SIM-000530,1256,565,150
SIM-000530-A2,SIM-000530,1308,547,150
SIM-000531-A1,SIM-000531,1082,1053,150
SIM-000532-A1,SIM-000532,1502,1124,150
SIM-000533-A1,SIM-000533,1057,421,150
SIM-000534-A1,SIM-000534,1378,1378,150
SIM-000535-A1,SIM-000535,1224,811,150
SIM-000535-A2,SIM-000535,1056,831,150
SIM-000536-A1,SIM-000536,1102,417,150
SIM-000537-A1,SIM-000537,777,1449,150
SIM-000538-A1,SIM-000538,1023,1079,150
SIM-000538-A2,SIM-000538,941,1217,150
SIM-000539-A1,SIM-000539,647,1223,150
SIM-000540-A1,SIM-000540,1486,1072,150
SIM-000541-A1,SIM-000541,1469,679,150
SIM-000542-A1,SIM-000542,735,1356,150
SIM-000543-A1,SIM-000543,1424,670,150
SIM-000544-A1,SIM-000544,1195,612,150
SIM-000545-A1,SIM-000545,1143,643,150
SIM-000546-A1,SIM-000546,1438,766,150
SIM-000546-A2,SIM-000546,802,725,150
SIM-000547-A1,SIM-000547,1351,651,150
SIM-000548-A1,SIM-000548,1575,587,150
SIM-000548-A2,SIM-000548,1070,818,150
SIM-000549-A1,SIM-000549,744,488,150
SIM-000550-A1,SIM-000550,1086,1146,150
SIM-000550-A2,SIM-000550,1538,975,150
SIM-000551-A1,SIM-000551,1002,1043,150
SIM-000552-A1,SIM-000552,669,797,150
SIM-000553-A1,SIM-000553,1045,1336,150
SIM-000554-A1,SIM-000554,753,802,150
SIM-000555-A1,SIM-000555,977,1492,150
SIM-000556-A1,SIM-000556,953,553,150
SIM-000557-A1,SIM-000557,773,849,150
SIM-000557-A2,SIM-000557,1497,814,150
SIM-000558-A1,SIM-000558,881,994,150
SIM-000559-A1,SIM-000559,716,743,150
SIM-000560-A1,SIM-000560,1081,1446,150
SIM-000561-A1,SIM-000561,905,709,150
SIM-000562-A1,SIM-000562,1098,765,150
SIM-000562-A2,SIM-000562,819,533,150
SIM-000563-A1,SIM-000563,630,834,150
SIM-000564-A1,SIM-000564,1329,1047,150
SIM-000565-A1,SIM-000565,934,822,150
SIM-000566-A1,SIM-000566,1209,884,150
SIM-000566-A2,SIM-000566,1371,658,150
SIM-000567-A1,SIM-000567,1594,651,150
SIM-000568-A1,SIM-000568,1417,474,150
SIM-000569-A1,SIM-000569,1483,552,150
SIM-000570-A1,SIM-000570,733,582,150
SIM-000571-A1,SIM-000571,944,510,150
SIM-000572-A1,SIM-000572,1162,1400,150
SIM-000572-A2,SIM-000572,1193,1300,150
SIM-000573-A1,SIM-000573,671,635,150
SIM-000574-A1,SIM-000574,1302,1370,150
SIM-000575-A1,SIM-000575,1207,733,150
SIM-000576-A1,SIM-000576,644,498,150
SIM-000577-A1,SIM-000577,1206,1390,150
SIM-000578-A1,SIM-000578,1558,505,150
SIM-000579-A1,SIM-000579,1332,650,150
SIM-000580-A1,SIM-000580,1492,714,150
SIM-000581-A1,SIM-000581,1050,519,150
SIM-000582-A1,SIM-000582,1380,1003,150
SIM-000583-A1,SIM-000583,1115,1117,150
SIM-000584-A1,SIM-000584,912,818,150
SIM-000585-A1,SIM-000585,1350,497,150
SIM-000585-A2,SIM-000585,1245,616,150
SIM-000586-A1,SIM-000586,1405,492,150
SIM-000586-A2,SIM-000586,770,755,150
SIM-000587-A1,SIM-000587,990,1042,150
SIM-000587-A2,SIM-000587,677,1186,150
SIM-000588-A1,SIM-000588,918,1183,150
SIM-000589-A1,SIM-000589,1231,423,150
SIM-000590-A1,SIM-000590,609,691,150
SIM-000590-A2,SIM-000590,1156,428,150
SIM-000591-A1,SIM-000591,1245,1226,150
SIM-000592-A1,SIM-000592,958,560,150
SIM-000593-A1,SIM-000593,1131,696,150
SIM-000594-A1,SIM-000594,1034,673,150
SIM-000595-A1,SIM-000595,902,1020,150
SIM-000596-A1,SIM-000596,1059,1343,150
SIM-000597-A1,SIM-000597,1004,472,150
SIM-000598-A1,SIM-000598,924,1099,150
SIM-000599-A1,SIM-000599,757,599,150
SIM-000600-A1,SIM-000600,655,639,150
SIM-000601-A1,SIM-000601,813,519,150
SIM-000602-A1,SIM-000602,902,664,150
SIM-000603-A1,SIM-000603,1556,466,150
SIM-000604-A1,SIM-000604,1284,1033,150
SIM-000604-A2,SIM-000604,1365,959,150
SIM-000605-A1,SIM-000605,1148,1483,150
SIM-000606-A1,SIM-000606,659,1105,150
SIM-000607-A1,SIM-000607,721,808,150
SIM-000608-A1,SIM-000608,746,1401,150
SIM-000609-A1,SIM-000609,1229,551,150
SIM-000610-A1,SIM-000610,1004,1105,150
SIM-000611-A1,SIM-000611,1320,1267,150
SIM-000612-A1,SIM-000612,651,623,150
SIM-000612-A2,SIM-000612,1445,819,150
SIM-000613-A1,SIM-000613,1541,503,150
SIM-000613-A2,SIM-000613,1090,605,150
SIM-000614-A1,SIM-000614,1342,1013,150
SIM-000614-A2,SIM-000614,901,1184,150
SIM-000615-A1,SIM-000615,1153,1020,150
SIM-000616-A1,SIM-000616,1315,440,150
SIM-000617-A1,SIM-000617,622,1053,150
SIM-000618-A1,SIM-000618,1562,1445,150
SIM-000619-A1,SIM-000619,1308,1423,150
SIM-000620-A1,SIM-000620,1270,803,150
SIM-000621-A1,SIM-000621,1384,461,150
SIM-000622-A1,SIM-000622,1490,1368,150
SIM-000623-A1,SIM-000623,1286,1280,150
SIM-000624-A1,SIM-000624,1444,641,150
SIM-000625-A1,SIM-000625,1046,1497,150
SIM-000626-A1,SIM-000626,774,594,150
SIM-000627-A1,SIM-000627,1342,1424,150
SIM-000628-A1,SIM-000628,1277,665,150
SIM-000629-A1,SIM-000629,977,1035,150
SIM-000630-A1,SIM-000630,1376,646,150
SIM-000630-A2,SIM-000630,1251,599,150
SIM-000631-A1,SIM-000631,1542,1074,150
SIM-000631-A2,SIM-000631,1402,1194,150
SIM-000632-A1,SIM-000632,1190,511,150
SIM-000633-A1,SIM-000633,1298,801,150
SIM-000634-A1,SIM-000634,1011,496,150
SIM-000635-A1,SIM-000635,1502,1046,150
SIM-000636-A1,SIM-000636,1320,741,150
SIM-000637-A1,SIM-000637,903,1008,150
SIM-000638-A1,SIM-000638,1466,1439,150
SIM-000639-A1,SIM-000639,1249,708,150
SIM-000639-A2,SIM-000639,1123,587,150
SIM-000640-A1,SIM-000640,1077,1185,150
SIM-000641-A1,SIM-000641,1556,1080,150
SIM-000642-A1,SIM-000642,1075,782,150
SIM-000643-A1,SIM-000643,1294,815,150
SIM-000644-A1,SIM-000644,703,968,150
SIM-000645-A1,SIM-000645,1155,556,150
SIM-000646-A1,SIM-000646,1459,1259,150
SIM-000647-A1,SIM-000647,1223,1105,150
SIM-000647-A2,SIM-000647,722,1032,150
SIM-000648-A1,SIM-000648,1560,680,150
SIM-000649-A1,SIM-000649,700,644,150
SIM-000650-A1,SIM-000650,1332,725,150
SIM-000651-A1,SIM-000651,652,1142,150
SIM-000652-A1,SIM-000652,1023,1063,150
SIM-000653-A1,SIM-000653,1071,710,150
SIM-000654-A1,SIM-000654,1561,660,150
SIM-000655-A1,SIM-000655,1523,704,150
SIM-000656-A1,SIM-000656,1550,1221,150
SIM-000657-A1,SIM-000657,1079,1479,150
SIM-000658-A1,SIM-000658,615,887,150
SIM-000658-A2,SIM-000658,735,669,150
SIM-000659-A1,SIM-000659,1584,1087,150
SIM-000660-A1,SIM-000660,1116,1004,150
SIM-000661-A1,SIM-000661,1338,1107,150
SIM-000662-A1,SIM-000662,1575,1130,150
SIM-000663-A1,SIM-000663,1316,973,150
SIM-000664-A1,SIM-000664,1398,701,150
SIM-000665-A1,SIM-000665,964,679,150
SIM-000666-A1,SIM-000666,1046,1278,150
SIM-000667-A1,SIM-000667,768,1274,150
SIM-000668-A1,SIM-000668,767,1394,150
SIM-000669-A1,SIM-000669,1418,1277,150
SIM-000670-A1,SIM-000670,1505,569,150
SIM-000671-A1,SIM-000671,1131,988,150
SIM-000672-A1,SIM-000672,904,695,150
SIM-000672-A2,SIM-000672,757,483,150
SIM-000673-A1,SIM-000673,1302,721,150
SIM-000674-A1,SIM-000674,1364,903,150
SIM-000675-A1,SIM-000675,775,1133,150
SIM-000676-A1,SIM-000676,1272,1046,150
SIM-000677-A1,SIM-000677,1558,1156,150
SIM-000678-A1,SIM-000678,602,750,150
SIM-000678-A2,SIM-000678,802,595,150
SIM-000679-A1,SIM-000679,678,1137,150
SIM-000679-A2,SIM-000679,982,1347,150
SIM-000680-A1,SIM-000680,1452,1413,150
SIM-000680-A2,SIM-000680,1012,1078,150
SIM-000681-A1,SIM-000681,1250,817,150
SIM-000682-A1,SIM-000682,1054,775,150
SIM-000683-A1,SIM-000683,1587,1080,150
SIM-000684-A1,SIM-000684,1398,690,150
SIM-000685-A1,SIM-000685,997,1390,150
SIM-000686-A1,SIM-000686,1277,580,150
SIM-000686-A2,SIM-000686,1287,774,150
SIM-000687-A1,SIM-000687,1567,691,150
SIM-000688-A1,SIM-000688,1042,1120,150
SIM-000689-A1,SIM-000689,1573,509,150
SIM-000690-A1,SIM-000690,741,780,150
SIM-000691-A1,SIM-000691,889,1330,150
SIM-000692-A1,SIM-000692,1135,1218,150
SIM-000693-A1,SIM-000693,1111,960,150
SIM-000694-A1,SIM-000694,1228,916,150
SIM-000694-A2,SIM-000694,601,1153,150
SIM-000695-A1,SIM-000695,1395,1334,150
SIM-000696-A1,SIM-000696,1250,493,150
SIM-000696-A2,SIM-000696,937,707,150
SIM-000697-A1,SIM-000697,1162,1302,150
SIM-000698-A1,SIM-000698,1313,657,150
SIM-000699-A1,SIM-000699,1485,1277,150
SIM-000700-A1,SIM-000700,913,980,150
SIM-000701-A1,SIM-000701,959,1151,150
SIM-000701-A2,SIM-000701,1326,1359,150
SIM-000702-A1,SIM-000702,1516,1466,150
SIM-000703-A1,SIM-000703,1389,1002,150
SIM-000704-A1,SIM-000704,967,1160,150
SIM-000704-A2,SIM-000704,1523,1056,150
SIM-000705-A1,SIM-000705,694,715,150
SIM-000706-A1,SIM-000706,1103,972,150
SIM-000707-A1,SIM-000707,1527,759,150
SIM-000708-A1,SIM-000708,1021,1194,150
SIM-000709-A1,SIM-000709,968,859,150
SIM-000709-A2,SIM-000709,1085,541,150
SIM-000710-A1,SIM-000710,868,512,150
SIM-000711-A1,SIM-000711,1145,587,150
SIM-000712-A1,SIM-000712,1348,988,150
SIM-000713-A1,SIM-000713,849,810,150
SIM-000713-A2,SIM-000713,1488,625,150
SIM-000714-A1,SIM-000714,1167,1021,150
SIM-000715-A1,SIM-000715,890,488,150
SIM-000715-A2,SIM-000715,1511,475,150
SIM-000716-A1,SIM-000716,1245,1186,150
SIM-000717-A1,SIM-000717,1329,1340,150
SIM-000718-A1,SIM-000718,743,1398,150
SIM-000719-A1,SIM-000719,1333,956,150
SIM-000720-A1,SIM-000720,928,1017,150
SIM-000721-A1,SIM-000721,821,934,150
SIM-000722-A1,SIM-000722,723,866,150
SIM-000723-A1,SIM-000723,624,699,150
SIM-000724-A1,SIM-000724,1547,963,150
SIM-000725-A1,SIM-000725,1229,1500,150
SIM-000726-A1,SIM-000726,1227,1318,150
SIM-000727-A1,SIM-000727,1175,766,150
SIM-000728-A1,SIM-000728,877,757,150
SIM-000729-A1,SIM-000729,1071,1307,150
SIM-000730-A1,SIM-000730,1048,1123,150
SIM-000731-A1,SIM-000731,1537,953,150
SIM-000732-A1,SIM-000732,787,1347,150
SIM-000733-A1,SIM-000733,1456,764,150
SIM-000733-A2,SIM-000733,617,839,150
SIM-000734-A1,SIM-000734,1386,850,150
SIM-000735-A1,SIM-000735,1380,1058,150
SIM-000736-A1,SIM-000736,1530,509,150
SIM-000737-A1,SIM-000737,1181,1000,150
SIM-000738-A1,SIM-000738,1001,578,150
SIM-000739-A1,SIM-000739,1362,767,150
SIM-000740-A1,SIM-000740,1533,1094,150
SIM-000741-A1,SIM-000741,751,616,150
SIM-000742-A1,SIM-000742,634,431,150
SIM-000743-A1,SIM-000743,1246,1178,150
SIM-000744-A1,SIM-000744,1583,1398,150
SIM-000745-A1,SIM-000745,663,753,150
SIM-000746-A1,SIM-000746,1037,1390,150
SIM-000746-A2,SIM-000746,1114,1041,150
SIM-000747-A1,SIM-000747,1174,746,150
SIM-000747-A2,SIM-000747,1236,654,150
SIM-000748-A1,SIM-000748,944,1472,150
SIM-000749-A1,SIM-000749,1228,466,150
SIM-000750-A1,SIM-000750,756,1056,150
SIM-000751-A1,SIM-000751,742,799,150
SIM-000752-A1,SIM-000752,1101,561,150
SIM-000752-A2,SIM-000752,992,490,150
SIM-000753-A1,SIM-000753,1048,565,150
SIM-000754-A1,SIM-000754,1070,697,150
SIM-000755-A1,SIM-000755,1449,1317,150
SIM-000756-A1,SIM-000756,1032,1134,150
SIM-000757-A1,SIM-000757,999,592,150
SIM-000758-A1,SIM-000758,1528,433,150
SIM-000758-A2,SIM-000758,1404,791,150
SIM-000759-A1,SIM-000759,710,486,150
SIM-000760-A1,SIM-000760,1305,755,150
SIM-000760-A2,SIM-000760,802,822,150
SIM-000761-A1,SIM-000761,1248,571,150
SIM-000762-A1,SIM-000762,1597,827,150
SIM-000762-A2,SIM-000762,759,872,150
SIM-000763-A1,SIM-000763,696,1490,150
SIM-000763-A2,SIM-000763,1286,1351,150
SIM-000764-A1,SIM-000764,1021,902,150
SIM-000765-A1,SIM-000765,1395,678,150
SIM-000766-A1,SIM-000766,914,1083,150
SIM-000767-A1,SIM-000767,1209,1425,150
SIM-000768-A1,SIM-000768,1506,593,150
SIM-000769-A1,SIM-000769,1440,477,150
SIM-000769-A2,SIM-000769,1038,823,150
SIM-000770-A1,SIM-000770,1374,1191,150
SIM-000771-A1,SIM-000771,612,1211,150
SIM-000772-A1,SIM-000772,1408,1491,150
SIM-000773-A1,SIM-000773,1105,1401,150
SIM-000774-A1,SIM-000774,744,1326,150
SIM-000775-A1,SIM-000775,1141,904,150
SIM-000776-A1,SIM-000776,1214,630,150
SIM-000777-A1,SIM-000777,1574,555,150
SIM-000778-A1,SIM-000778,1536,1297,150
SIM-000779-A1,SIM-000779,761,878,150
SIM-000780-A1,SIM-000780,869,879,150
SIM-000780-A2,SIM-000780,1264,865,150
SIM-000781-A1,SIM-000781,796,1115,150
SIM-000782-A1,SIM-000782,1439,1040,150
SIM-000783-A1,SIM-000783,737,1339,150
SIM-000784-A1,SIM-000784,653,1450,150
SIM-000785-A1,SIM-000785,1134,456,150
SIM-000786-A1,SIM-000786,846,533,150
SIM-000786-A2,SIM-000786,775,886,150
SIM-000787-A1,SIM-000787,905,1021,150
SIM-000788-A1,SIM-000788,1166,728,150
SIM-000789-A1,SIM-000789,757,992,150
SIM-000790-A1,SIM-000790,1056,1495,150
SIM-000791-A1,SIM-000791,612,866,150
SIM-000792-A1,SIM-000792,678,630,150
SIM-000793-A1,SIM-000793,1366,690,150
SIM-000794-A1,SIM-000794,1051,886,150
SIM-000795-A1,SIM-000795,1370,1267,150
SIM-000796-A1,SIM-000796,1383,475,150
SIM-000796-A2,SIM-000796,937,748,150
SIM-000797-A1,SIM-000797,791,404,150
SIM-000798-A1,SIM-000798,632,1117,150
SIM-000799-A1,SIM-000799,1534,806,150
SIM-000800-A1,SIM-000800,1084,1399,150
SIM-000801-A1,SIM-000801,1025,753,150
SIM-000802-A1,SIM-000802,1415,779,150
SIM-000802-A2,SIM-000802,689,645,150
SIM-000803-A1,SIM-000803,649,535,150
SIM-000804-A1,SIM-000804,948,808,150
SIM-000805-A1,SIM-000805,617,1024,150
SIM-000806-A1,SIM-000806,1310,1431,150
SIM-000807-A1,SIM-000807,1153,597,150
SIM-000807-A2,SIM-000807,1186,442,150
SIM-000808-A1,SIM-000808,688,1454,150
SIM-000809-A1,SIM-000809,1031,598,150
SIM-000810-A1,SIM-000810,1150,479,150
SIM-000810-A2,SIM-000810,1072,520,150
SIM-000811-A1,SIM-000811,1198,1023,150
SIM-000812-A1,SIM-000812,1351,1389,150
SIM-000813-A1,SIM-000813,799,1312,150
SIM-000814-A1,SIM-000814,1024,457,150
SIM-000815-A1,SIM-000815,703,1027,150
SIM-000816-A1,SIM-000816,926,496,150
SIM-000817-A1,SIM-000817,1422,1370,150
SIM-000818-A1,SIM-000818,1502,890,150
SIM-000819-A1,SIM-000819,601,751,150
SIM-000819-A2,SIM-000819,1581,812,150
SIM-000820-A1,SIM-000820,1241,1221,150
SIM-000821-A1,SIM-000821,718,840,150
SIM-000822-A1,SIM-000822,993,958,150
SIM-000823-A1,SIM-000823,1110,803,150
SIM-000824-A1,SIM-000824,991,1140,150
SIM-000825-A1,SIM-000825,1283,692,150
SIM-000826-A1,SIM-000826,777,1453,150
SIM-000827-A1,SIM-000827,1426,1438,150
SIM-000828-A1,SIM-000828,1021,1163,150
SIM-000829-A1,SIM-000829,696,1184,150
SIM-000830-A1,SIM-000830,1083,833,150
SIM-000831-A1,SIM-000831,1044,660,150
SIM-000832-A1,SIM-000832,755,1481,150
SIM-000833-A1,SIM-000833,643,698,150
SIM-000833-A2,SIM-000833,824,770,150
SIM-000834-A1,SIM-000834,629,437,150
SIM-000835-A1,SIM-000835,652,953,150
SIM-000836-A1,SIM-000836,1323,1098,150
SIM-000837-A1,SIM-000837,1344,860,150
SIM-000838-A1,SIM-000838,1099,673,150
SIM-000839-A1,SIM-000839,1345,1054,150
SIM-000840-A1,SIM-000840,1554,415,150
SIM-000840-A2,SIM-000840,1574,587,150
SIM-000841-A1,SIM-000841,738,914,150
SIM-000842-A1,SIM-000842,1286,1184,150
SIM-000843-A1,SIM-000843,1425,1098,150
SIM-000844-A1,SIM-000844,1159,570,150
SIM-000844-A2,SIM-000844,1255,657,150
SIM-000845-A1,SIM-000845,612,1140,150
SIM-000846-A1,SIM-000846,879,1422,150
SIM-000847-A1,SIM-000847,1349,610,150
SIM-000847-A2,SIM-000847,1014,646,150
SIM-000848-A1,SIM-000848,873,634,150
SIM-000849-A1,SIM-000849,890,738,150
SIM-000850-A1,SIM-000850,645,897,150
SIM-000850-A2,SIM-000850,712,874,150
SIM-000851-A1,SIM-000851,952,494,150
SIM-000852-A1,SIM-000852,1042,865,150
SIM-000853-A1,SIM-000853,633,799,150
SIM-000854-A1,SIM-000854,1261,1386,150
SIM-000855-A1,SIM-000855,634,770,150
SIM-000856-A1,SIM-000856,867,573,150
SIM-000857-A1,SIM-000857,776,1080,150
SIM-000858-A1,SIM-000858,1160,934,150
SIM-000859-A1,SIM-000859,633,603,150
SIM-000860-A1,SIM-000860,650,1441,150
SIM-000861-A1,SIM-000861,1138,929,150
SIM-000862-A1,SIM-000862,1167,1464,150
SIM-000862-A2,SIM-000862,1580,1386,150
SIM-000863-A1,SIM-000863,1482,616,150
SIM-000864-A1,SIM-000864,1532,451,150
SIM-000865-A1,SIM-000865,1081,1138,150
SIM-000866-A1,SIM-000866,769,405,150
SIM-000866-A2,SIM-000866,1058,871,150
SIM-000867-A1,SIM-000867,860,597,150
SIM-000868-A1,SIM-000868,1368,1104,150
SIM-000869-A1,SIM-000869,1423,1209,150
SIM-000870-A1,SIM-000870,1373,1177,150
SIM-000871-A1,SIM-000871,683,775,150
SIM-000871-A2,SIM-000871,1412,483,150
SIM-000872-A1,SIM-000872,1366,1428,150
SIM-000872-A2,SIM-000872,1268,1289,150
SIM-000873-A1,SIM-000873,1113,1208,150
SIM-000874-A1,SIM-000874,877,988,150
SIM-000875-A1,SIM-000875,1377,948,150
SIM-000876-A1,SIM-000876,970,1003,150
SIM-000877-A1,SIM-000877,1001,575,150
SIM-000878-A1,SIM-000878,1301,1127,150
SIM-000879-A1,SIM-000879,914,1472,150
SIM-000879-A2,SIM-000879,1016,1015,150
SIM-000880-A1,SIM-000880,795,433,150
SIM-000881-A1,SIM-000881,1373,873,150
SIM-000882-A1,SIM-000882,772,870,150
SIM-000883-A1,SIM-000883,979,751,150
SIM-000883-A2,SIM-000883,659,713,150
SIM-000884-A1,SIM-000884,1056,1345,150
SIM-000885-A1,SIM-000885,1018,666,150
SIM-000886-A1,SIM-000886,729,700,150
SIM-000887-A1,SIM-000887,946,1154,150
SIM-000888-A1,SIM-000888,1591,1375,150
SIM-000889-A1,SIM-000889,1089,1220,150
SIM-000890-A1,SIM-000890,1304,757,150
SIM-000890-A2,SIM-000890,1110,799,150
SIM-000891-A1,SIM-000891,950,510,150
SIM-000892-A1,SIM-000892,1406,416,150
SIM-000893-A1,SIM-000893,1111,1068,150
SIM-000894-A1,SIM-000894,1118,602,150
SIM-000895-A1,SIM-000895,852,417,150
SIM-000896-A1,SIM-000896,837,1303,150
SIM-000897-A1,SIM-000897,788,1131,150
SIM-000898-A1,SIM-000898,1188,533,150
SIM-000899-A1,SIM-000899,844,671,150
SIM-000900-A1,SIM-000900,1545,1077,150
SIM-000901-A1,SIM-000901,1024,816,150
SIM-000902-A1,SIM-000902,1471,724,150
SIM-000902-A2,SIM-000902,873,725,150
SIM-000903-A1,SIM-000903,702,620,150
SIM-000904-A1,SIM-000904,1184,1088,150
SIM-000905-A1,SIM-000905,1013,1159,150
SIM-000906-A1,SIM-000906,665,476,150
SIM-000907-A1,SIM-000907,1358,462,150
SIM-000908-A1,SIM-000908,624,569,150
SIM-000909-A1,SIM-000909,693,858,150
SIM-000910-A1,SIM-000910,627,537,150
SIM-000910-A2,SIM-000910,615,663,150
SIM-000911-A1,SIM-000911,935,474,150
SIM-000911-A2,SIM-000911,1373,621,150
SIM-000912-A1,SIM-000912,767,501,150
SIM-000913-A1,SIM-000913,1276,1337,150
SIM-000914-A1,SIM-000914,943,1419,150
SIM-000915-A1,SIM-000915,1600,680,150
SIM-000915-A2,SIM-000915,701,626,150
SIM-000916-A1,SIM-000916,1410,1405,150
SIM-000916-A2,SIM-000916,1047,1322,150
SIM-000917-A1,SIM-000917,862,803,150
SIM-000918-A1,SIM-000918,790,521,150
SIM-000919-A1,SIM-000919,1421,610,150
SIM-000920-A1,SIM-000920,1358,401,150
SIM-000921-A1,SIM-000921,645,1408,150
SIM-000922-A1,SIM-000922,1317,1100,150
SIM-000923-A1,SIM-000923,719,464,150
SIM-000924-A1,SIM-000924,765,1348,150
SIM-000925-A1,SIM-000925,833,731,150
SIM-000926-A1,SIM-000926,1145,1079,150
SIM-000927-A1,SIM-000927,1098,1426,150
SIM-000928-A1,SIM-000928,957,525,150
SIM-000929-A1,SIM-000929,984,1126,150
SIM-000930-A1,SIM-000930,803,698,150
SIM-000931-A1,SIM-000931,998,962,150
SIM-000932-A1,SIM-000932,935,1240,150
SIM-000933-A1,SIM-000933,1208,536,150
SIM-000934-A1,SIM-000934,1399,401,150
SIM-000935-A1,SIM-000935,1409,1093,150
SIM-000936-A1,SIM-000936,1493,1473,150
SIM-000937-A1,SIM-000937,1291,1350,150
SIM-000938-A1,SIM-000938,910,464,150
SIM-000939-A1,SIM-000939,1267,1444,150
SIM-000940-A1,SIM-000940,844,812,150
SIM-000940-A2,SIM-000940,667,651,150
SIM-000941-A1,SIM-000941,860,1102,150
SIM-000941-A2,SIM-000941,907,1424,150
SIM-000942-A1,SIM-000942,638,1183,150
SIM-000943-A1,SIM-000943,1548,998,150
SIM-000944-A1,SIM-000944,1318,633,150
SIM-000944-A2,SIM-000944,829,769,150
SIM-000945-A1,SIM-000945,726,1074,150
SIM-000946-A1,SIM-000946,693,1493,150
SIM-000947-A1,SIM-000947,883,1156,150
SIM-000948-A1,SIM-000948,727,407,150
SIM-000949-A1,SIM-000949,1066,1006,150
SIM-000949-A2,SIM-000949,1310,1448,150
SIM-000950-A1,SIM-000950,987,469,150
SIM-000951-A1,SIM-000951,1351,995,150
SIM-000952-A1,SIM-000952,693,1353,150
SIM-000952-A2,SIM-000952,1044,1277,150
SIM-000953-A1,SIM-000953,1028,565,150
SIM-000954-A1,SIM-000954,816,404,150
SIM-000955-A1,SIM-000955,1279,501,150
SIM-000956-A1,SIM-000956,860,917,150
SIM-000957-A1,SIM-000957,1232,1380,150
SIM-000958-A1,SIM-000958,833,449,150
SIM-000958-A2,SIM-000958,790,841,150
SIM-000959-A1,SIM-000959,648,963,150
SIM-000960-A1,SIM-000960,1430,716,150
SIM-000961-A1,SIM-000961,1359,1439,150
SIM-000962-A1,SIM-000962,1163,531,150
SIM-000963-A1,SIM-000963,1032,628,150
SIM-000963-A2,SIM-000963,810,734,150
SIM-000964-A1,SIM-000964,784,980,150
SIM-000965-A1,SIM-000965,1280,1029,150
SIM-000966-A1,SIM-000966,1114,764,150
SIM-000967-A1,SIM-000967,741,738,150
SIM-000968-A1,SIM-000968,1183,1161,150
SIM-000969-A1,SIM-000969,1312,755,150
SIM-000969-A2,SIM-000969,1554,694,150
SIM-000970-A1,SIM-000970,1597,944,150
SIM-000971-A1,SIM-000971,1360,1412,150
SIM-000972-A1,SIM-000972,778,480,150
SIM-000973-A1,SIM-000973,1208,771,150
SIM-000973-A2,SIM-000973,729,666,150
SIM-000974-A1,SIM-000974,936,898,150
SIM-000975-A1,SIM-000975,813,505,150
SIM-000975-A2,SIM-000975,1065,794,150
